StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_DO,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_DO,Random ID,FL_16_DO
7/17/19 4:40,7/17/19 4:41,IP Address,196.17.64.116,100,52,TRUE,7/17/19 4:41,R_2D6U4QUgZZXgMDR,,,,,34.05439758,-118.2440033,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,Hispanic/Latino,22 - 30,Bachelor's Degree,Employed - Full Time,Midwestern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42996,BL_b7ALVqd7xfUPSC1
7/17/19 4:40,7/17/19 4:41,IP Address,165.225.38.21,100,79,TRUE,7/17/19 4:41,R_1P6PUDkSUeIyeDF,,,,,40.76530457,-73.95890045,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,41 - 50,High School/GED,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly Disagree,"This email is acceptable to send externally (for example, to a client).|Jordan is friendly.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is sincere.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|I would like to work on a project led by Jordan.|Jordan is highly motivated and committed to their work.|I would like to work with Jordan.|Jordan is knowledgeable about their work.|This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan has leadership qualities.",86355,TreatmentEmail
7/17/19 4:41,7/17/19 4:41,IP Address,75.143.58.73,100,41,TRUE,7/17/19 4:41,R_3n8iv68GEBcCPrX,,,,,42.27049255,-71.84470367,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,41 - 50,Master's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31580,BL_b7ALVqd7xfUPSC1
7/17/19 4:40,7/17/19 4:41,IP Address,103.82.211.100,100,66,TRUE,7/17/19 4:41,R_31cS6pw1wS0PtjG,,,,,12.71670532,77.81671143,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Decline to state,22 - 30,Bachelor's Degree,Employed - Part Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57976,BL_b7ALVqd7xfUPSC1
7/17/19 4:40,7/17/19 4:42,IP Address,109.91.32.152,100,113,TRUE,7/17/19 4:42,R_1Penr3GKQ8KXZTz,,,,,50.21069336,8.580505371,anonymous,EN,I agree and want to continue the survey,She/hers,Asexual,White,31 - 40,High School/GED,Retired,Not located in United States,,,,,,,,,,,,,,,,,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Jordan is hardworking.|This email is appropriate for the situation.|This email is acceptable to send externally (for example, to a client).|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work on a project led by Jordan.|Jordan is sincere.|Jordan is highly motivated and committed to their work.|Jordan has leadership qualities.|I would like to work with Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|Jordan is friendly.",44823,TreatmentEmail
7/17/19 4:41,7/17/19 4:42,IP Address,72.52.87.93,100,43,TRUE,7/17/19 4:42,R_1itA3EI1011Fb0J,,,,,37.5625,-122.0003967,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,African-American/Black,41 - 50,Bachelor's Degree,Employed - Full Time,Southwestern United States,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,"Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send externally (for example, to a client).|I would like to work on a project led by Jordan.|Jordan is hardworking.|I would like to work with Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan is friendly.|Jordan has a positive attitude.|This email is appropriate for the situation.|Jordan has leadership qualities.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.",,,,,,,,,,,,,,,,,,62120,ControlEmail
7/17/19 4:40,7/17/19 4:42,IP Address,107.12.26.16,100,111,TRUE,7/17/19 4:42,R_1r0287MaZKszK3N,,,,,34.75509644,-76.9068985,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,31 - 40,Master's Degree,Employed - Full Time,Southeastern United States,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send externally (for example, to a client).|Jordan is friendly.|Jordan is highly motivated and committed to their work.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|Jordan is sincere.|Jordan has leadership qualities.|Jordan is knowledgeable about their work.|I would like to work with Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work on a project led by Jordan.|Jordan has a positive attitude.",,,,,,,,,,,,,,,,,,79600,ControlEmail
7/17/19 4:40,7/17/19 4:42,IP Address,88.66.137.247,100,76,TRUE,7/17/19 4:42,R_BDrKuLUHHdjJ0ch,,,,,48.85850525,8.209594727,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Decline to state,31 - 40,Some graduate college,Unemployed,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96534,BL_b7ALVqd7xfUPSC1
7/17/19 4:40,7/17/19 4:42,IP Address,103.240.11.43,100,101,TRUE,7/17/19 4:42,R_27I570tHzN21oWD,,,,,19.21670532,73.08329773,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82542,BL_b7ALVqd7xfUPSC1
7/17/19 4:40,7/17/19 4:42,IP Address,73.224.101.237,100,121,TRUE,7/17/19 4:42,R_2wcnV2YQ5OEvTqr,,,,,30.12229919,-81.36270142,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,Over 60,Master's Degree,Employed - Part Time,Southeastern United States,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,"Jordan is hardworking.|This email is appropriate for the situation.|Jordan has a positive attitude.|I would like to work with Jordan.|Jordan is friendly.|Jordan is sincere.|This email is acceptable to send externally (for example, to a client).|I would like to work on a project led by Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is highly motivated and committed to their work.|I would feel comfortable approaching Jordan with problems or challenges.",,,,,,,,,,,,,,,,,,86553,ControlEmail
7/17/19 4:41,7/17/19 4:42,IP Address,91.218.226.5,100,26,TRUE,7/17/19 4:42,R_1gOsMO9qRXFn0Ep,,,,,45.47070313,9.188903809,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Master's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53889,BL_b7ALVqd7xfUPSC1
7/17/19 4:40,7/17/19 4:42,IP Address,71.250.210.251,100,94,TRUE,7/17/19 4:42,R_3qqIfFsM1sZJDWZ,,,,,40.61289978,-74.41600037,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,41 - 50,Master's Degree,Decline to state,Northeastern United States,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly Disagree,"This email is acceptable to send externally (for example, to a client).|Jordan is highly motivated and committed to their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|I would like to work with Jordan.|Jordan is friendly.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|Jordan has a positive attitude.|Jordan is sincere.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work on a project led by Jordan.",,,,,,,,,,,,,,,,,,26902,ControlEmail
7/17/19 4:40,7/17/19 4:42,IP Address,196.110.25.166,100,96,TRUE,7/17/19 4:42,R_3m4d54r2irHtkKJ,,,,,-1.284103394,36.81550598,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,African-American/Black,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan is highly motivated and committed to their work.|Jordan has leadership qualities.|Jordan is knowledgeable about their work.|This email is appropriate for the situation.|Jordan has a positive attitude.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is sincere.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is hardworking.|Jordan is friendly.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work with Jordan.|I would like to work on a project led by Jordan.",58333,TreatmentEmail
7/17/19 4:40,7/17/19 4:42,IP Address,171.49.203.25,100,117,TRUE,7/17/19 4:42,R_3MPZlE8jUvrWqZt,,,,,13.08430481,80.28048706,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,"Jordan is friendly.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is appropriate for the situation.|Jordan has a positive attitude.|Jordan is hardworking.|Jordan has leadership qualities.|Jordan is sincere.|I would like to work with Jordan.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|I would like to work on a project led by Jordan.|This email is acceptable to send externally (for example, to a client).",24133,TreatmentEmail
7/17/19 4:40,7/17/19 4:42,IP Address,117.213.33.222,100,98,TRUE,7/17/19 4:42,R_27PPd0We7XYgNDD,,,,,8.193893433,77.43139648,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80456,BL_b7ALVqd7xfUPSC1
